district_id,population,death_rate,death7_lk,afd_voteshare_2021
04012,113557,0.464688633765717,0,10.627416237113401
05111,620523,0.441638864220051,0,5.066907374855496
05112,495885,0.738959970312525,1,10.074501769417024
05113,582415,0.469327196754073,1,8.10135996600085
05114,226844,0.392195729738914,0,6.827574660075254
05116,259665,0.408534367802158,1,7.508274599898758
05117,170921,0.738942035963241,0,7.087998125206386
05119,209566,0.83746732810583,1,9.62135319677219
05120,111516,0.739859955079931,0,8.557407781800805
05122,159193,0.504281480753803,0,7.206080666911855
05124,355004,0.521280264329193,0,8.192824432817908
05154,313586,0.413953592445906,1,5.6736586026730755
05158,484322,0.638473579766057,1,7.02773826458037
05162,452001,0.399219738654399,0,6.306167553539662
05166,298536,0.411085351193543,0,5.960794695888392
05170,460113,0.322267381217854,0,7.256263361039668
05314,330579,0.387258438057633,0,4.201817353776756
05315,1083498,0.278068152636589,0,4.660419603615557
05316,163905,0.324675324675325,0,7.857294042943487
05334,556631,0.475778546712803,0,5.783773266748817
05358,265140,0.45195602362784,1,8.657783854491912
05362,469611,0.349893310212088,1,6.950170064866272
05366,194359,0.487965021712205,0,8.31229465675255
05370,256458,0.745792510882049,0,7.889783359148718
05374,271699,0.463896317630117,0,9.586321640596443
05378,283275,0.275060446751403,0,5.714172010733615
05382,600375,0.457968951455291,1,6.668138966721418
05512,117388,0.518817656626844,1,9.380892034741755
05513,259105,0.736503856041131,1,12.763739621149492
05515,316403,0.197511173754196,1,2.8666298297314996
05554,371898,0.290134154952179,1,5.062349456341772
05558,220712,0.170942243344164,0,4.732470002517272
05562,613599,0.76893867476742,0,9.188817598533456
05566,448197,0.29428505685878,0,5.503155196948362
05570,277417,0.352548737615852,0,6.3982942741553375
05711,333509,0.482102983963732,2,6.799864544530985
05754,364818,0.349789331425392,0,7.564887316666004
05758,250547,0.359518814115067,0,9.62381364458234
05762,139729,0.484667943352956,0,7.705618656075071
05766,346970,0.555481727574751,0,9.984547723760846
05770,310270,0.376445931240176,1,9.164047486988139
05774,308335,0.244196196727108,0,8.113819484467347
05911,364454,0.426557131008334,0,7.248275346798495
05913,587696,0.287053062602896,0,7.402977854224897
05914,188687,0.786436360741861,0,10.502553138256133
05915,178967,0.447991923525886,0,9.236655739905798
05916,156940,0.73321276930335,0,10.128040287153112
05954,323130,0.603385309155578,1,7.408897574433842
05958,259030,0.312914526716778,0,7.4163633323472284
05962,408662,0.446966618687199,0,9.49450325544349
05966,133362,0.516605166051661,0,7.069323939103482
05970,275491,0.286306748207951,0,9.1361383371222
05974,301016,0.418932744601799,2,7.98857329232015
05978,393618,0.564447343334504,0,8.298034056209191
06411,159174,0.42545505629252,0,5.096741467185198
06412,764104,0.512659186503082,5,5.051447006118193
06413,130892,0.586392311274821,1,7.991279005094663
06414,278609,0.45056682546736,0,7.109278839737221
06431,271015,0.51957011501687,0,9.493340728855081
06432,297701,0.49235097590997,0,7.8541860422707295
06433,275807,0.430473406563292,0,8.814584900928017
06434,237281,0.371288824343394,0,6.583810475930807
06435,421689,0.620141197154081,0,11.235022214244042
06436,239264,0.40257336284675,0,6.869561913446559
06437,96754,0.684992970596153,2,10.735858888009727
06438,356542,0.646781058792232,0,7.94744532187182
06439,187433,0.361331012055316,0,8.155644008051809
06440,310353,0.688427663949099,0,9.327254235721055
06531,271667,0.435592310848774,0,8.708524757529352
06532,253373,0.383981181462818,0,11.95087801178461
06533,172291,0.605853157624508,0,9.8089039312679
06534,245903,0.436239184401436,1,8.952797838439
06535,105506,0.348480238957878,0,12.632276175306345
06611,201048,0.476664037584445,0,6.850183550969906
06631,223023,0.413967451414125,0,13.270881529282844
06632,120304,0.604735293323614,0,12.884465148577876
06633,237007,0.461811722912966,0,8.944974893619985
06634,179840,0.531983910730505,0,10.740290126345343
06635,156528,0.375509548384506,0,10.326724442268052
06636,100046,0.715442764578834,1,10.004340277777777
07111,113388,0.510928961748634,0,6.4858779186450635
07131,130479,0.291619479048698,0,6.311843881469444
07132,129087,0.377117968874489,1,10.037436278674598
07133,158746,0.362581580855693,0,9.058645887293206
07134,80830,0.603621730382294,0,11.520456376423455
07135,61578,0.505928853754941,0,7.581370732998148
07137,214786,0.338471457039034,0,8.449431074812672
07138,183131,0.514179488193648,0,9.472681369980469
07140,103401,0.413809411208324,1,9.265450377304422
07141,122574,0.349020168788442,0,8.625456768510412
07143,202830,0.372393247269116,0,8.879816704853155
07211,110674,0.186741363211951,0,5.740699063414296
07231,112685,0.374459293692298,0,7.62348270860371
07232,100055,0.191717791411043,0,6.399150505784385
07233,60491,0.407639811294829,0,7.5045158465159565
07235,150533,0.311253544832038,0,6.469932170983748
07311,48750,0.575013068478829,0,12.707110241356817
07312,99662,0.707153479620019,0,12.020742653643502
07313,46685,0.456092579986385,1,6.8018878120834385
07314,172557,0.784607787552353,0,12.60291512200932
07315,217123,0.351096837406782,0,4.351048597658553
07316,53306,0.392830837220722,0,10.083256244218317
07317,40176,0.874031357001261,0,15.412602961241092
07318,50741,0.668877201006174,0,9.979062289688176
07319,83459,0.51024023811211106,0,11.975218475331806
07320,34001,0.274028214756927,0,13.153438575408313
07331,130715,0.493135748624672,1,11.088899493145208
07332,133004,0.605717977709578,0,10.11403844314813
07333,75539,0.486116832825245,0,12.113355577599423
07334,129006,0.459680392029315,0,12.6329345297441
07335,106320,0.393188017595164,0,13.286567020095571
07336,70105,0.530657532924888,0,12.91328323134554
07337,110783,0.545920675614538,0,9.59929988666198
07338,154754,0.621024258760108,0,10.565086956985919
07339,211525,0.435368508344563,0,7.1824860146308485
07340,94912,0.534637697645319,0,11.933978845109129
08111,630305,0.344882264330453,1,5.571711785144404
08115,392898,0.339407826429415,0,8.665954453827823
08116,533617,0.438180131185875,0,8.104790190091324
08117,258781,0.440849841832499,0,11.465299837081453
08118,544971,0.401361381981841,0,8.806962759346515
08119,427286,0.403150942895791,0,9.811915210372794
08121,126458,0.549043800123381,0,12.26778368427973
08125,346363,0.269640220685368,1,12.857420123061106
08126,112765,0.431944938886911,0,13.458931105155289
08127,197860,0.491054762656865,0,12.291280148423006
08128,132684,0.428369452826605,0,11.385151018437337
08135,132812,0.603987920241595,0,12.05597728458017
08136,314294,0.502175812430548,1,10.374230222643297
08211,55449,0.582372046141785,0,8.10483152077019
08212,308436,0.3652739554666,0,6.798848978973673
08215,446852,0.452379285991512,0,10.504845270299537
08216,232091,0.445878000189735,0,11.180469961432946
08221,158741,0.282867245258759,0,4.758211454178362
08222,309721,0.453345522046958,1,9.112771074081168
08225,143797,0.399275389108655,0,12.528883183568679
08226,548233,0.394842606069822,0,9.403031041872522
08231,126016,0.695774288267586,0,15.8683965886585
08235,160149,0.511173035622371,0,12.887734032433936
08236,199752,0.479596010889651,0,12.530163079506785
08237,118364,0.55446538584402,0,12.790982227524395
08311,230940,0.326401877727656,0,4.353852490178685
08315,264867,0.373948968281514,0,6.621967951539
08316,166862,0.413453262905648,1,7.4876928804864935
08317,432580,0.509269304018707,0,10.107169097465608
08325,140166,0.513007759014149,0,13.39877300613497
08326,212872,0.465628281856946,0,11.124066314447075
08327,141682,0.489056659910371,0,13.316190259703358
08335,286876,0.437701205455524,0,8.53005115089514
08336,228842,0.562884548214622,0,8.674156924839133
08337,171237,0.561925204614069,0,9.42019099590723
08415,287497,0.443191364044532,0,10.258561363263969
08416,228471,0.322083564896681,0,6.593026750826571
08417,189862,0.352690874302115,0,13.004916420845625
08421,126405,0.256087503797908,0,6.939136918631745
08425,198204,0.335740616392364,0,10.35772110456119
08426,202250,0.365028040216238,0,10.9861546725814
08435,217901,0.444896234884089,0,8.461765857322053
08436,285888,0.212058094493087,1,8.770809017752933
08437,130946,0.322037071709418,0,11.403053560210855
09161,136952,0.46275479616307,0,10.061276019214189
09162,1488202,0.365756513204219,0,4.543810428235268
09163,63591,0.478625040791907,0,8.69664758789861
09171,111654,0.69778387116577,1,10.424574384599369
09172,106327,0.419068736141907,0,8.930822013723567
09173,128212,0.358252676998595,0,8.309196715648499
09174,155117,0.363796882610813,0,7.6456967756056535
09175,144091,0.490054280317855,0,6.2603682569562915
09176,133169,0.263202421462277,0,9.42298092025959
09177,138891,0.320423287378609,0,8.3611756730583
09178,180313,0.315678709224833,0,7.8907742215844205
09179,218740,0.276904018751746,0,6.2216819538070505
09180,88279,0.465650513767733,0,7.754931238468416
09181,121019,0.2696073014961,0,7.370712401055409
09182,100183,0.453639920312988,0,7.623564653020469
09183,116483,0.563149261891744,0,11.204595829375311
09184,349685,0.299237656446672,0,5.2812043703741
09185,97730,0.369437036674577,0,10.80133324074717
09186,129128,0.456188506369242,0,10.398305753597644
09187,261721,0.645928069450186,0,8.695135824384634
09188,136610,0.36231884057971,0,5.0336259251657145
09189,177485,0.461149100820091,0,8.425295711359281
09190,136134,0.364922524141029,0,8.034331516663316
09261,73065,0.63055722838216,0,8.2345481612174
09262,52415,0.746928746928747,0,8.149716500394746
09263,47612,0.73492286115007,0,11.550935181482963
09271,119479,0.587463409710306,0,13.327291861552853
09272,78355,0.643683493287715,0,15.082382762991129
09273,123390,0.314533837114993,0,11.324464344656363
09274,161191,0.45570063973359,1,10.292752367394938
09275,193454,0.711491001023295,0,12.893828133702348
09276,77313,0.748229380854467,1,15.85087606009729
09277,121800,0.671280146323987,2,11.414754835807466
09278,101745,0.43024914937987,0,11.754851760541122
09279,97244,0.562477750089,0,13.673836121454642
09361,42052,0.434752605065213,0,11.558948863636363
09362,152270,0.277185142876342,0,6.9724388210485015
09363,42535,0.726536445926632,0,11.473749119097956
09371,102998,0.610723990422126,0,10.790213808328545
09372,128094,0.510932864520382,2,13.794964480257047
09373,135225,0.475286956848453,0,9.818868285222711
09374,94645,0.616344354335621,0,11.638373856464948
09375,194275,0.321384425216316,0,10.132384577196756
09376,148477,0.472448695024525,0,13.219613841413402
09377,71696,1.04364642726151,0,10.893955080394683
09461,76674,0.588235294117647,1,7.768680594767552
09462,74048,0.610946424698142,0,7.266343825665859
09463,40842,0.764574705320166,0,7.8624826147426985
09464,45173,0.921002138040678,0,11.288070512261104
09471,147497,0.422378068218043,0,12.717300362554615
09472,103679,0.576956992769142,0,9.705993764387074
09473,86571,0.613278819660475,0,10.868856024358417
09474,116600,0.418410041841004,0,9.009925853478014
09475,94522,0.705505657612677,0,11.468543046357615
09476,66355,0.620895093852062,0,11.308502249640522
09477,71428,0.573526840356706,0,10.311564713735116
09478,66722,0.59385761473048,0,11.524457433047477
09479,71974,0.957874870918349,0,12.065245133297758
09561,41681,0.382281553398058,0,11.304268681168654
09562,112385,0.36643956461551,0,5.4083140580827544
09563,128223,0.608419098038441,0,8.6623966171258
09564,515543,0.611922621397552,0,7.891434326640236
09565,41056,0.899676375404531,0,8.886085859684224
09571,185316,0.344418052256532,0,10.113714985186894
09572,138105,0.330299603281455,0,7.9543127573889105
09573,118695,0.625692498207652,0,8.874142241608595
09574,171143,0.51274836248808,0,8.055202839850592
09575,101272,0.397076304408306,0,9.617091313959305
09576,127168,0.486349280164312,0,9.094845182280391
09577,95117,0.449215775848942,0,9.257758833268749
09661,70858,0.666360294117647,0,9.29598011670629
09662,53319,0.702000702000702,1,12.317827909762427
09663,126954,0.375509892874843,0,5.943801222843762
09671,174658,0.478416016673509,0,9.45227406535178
09672,103169,0.490788646583821,0,10.192148293271043
09673,79510,0.47922371710918,0,10.057875801658064
09674,84275,0.420248853242508,0,11.73794194871057
09675,91696,0.414773849496346,2,8.8272157564906
09676,128743,0.420364315740308,0,9.277359186469255
09677,125976,0.580810390560688,0,8.471861098446107
09678,115652,0.459685949068424,0,10.167380097273943
09679,162697,0.249502625485144,0,7.095296386972327
09761,295830,0.577072952879673,0,8.85828929769553
09762,44662,0.686796921255181,0,11.050628429810585
09763,68940,0.359492396735809,0,9.631768135631598
09764,44360,0.213281069863961,0,11.27220176215561
09771,135024,0.313160277693933,0,9.791265973639806
09772,255900,0.429464085811402,0,9.85470460091194
09773,97172,0.520048602673147,0,12.752768309697474
09774,127342,0.407161364477606,0,12.691428075152707
09775,175823,0.41797122013665,0,10.975129125267067
09776,82085,0.346553715825953,0,7.128215854423761
09777,141907,0.451142895334848,0,8.4586444670608
09778,146164,0.418437722243355,0,11.781749040823025
09779,134324,0.443293234128364,0,9.596742446609586
09780,156308,0.297266126281249,0,7.724385245901639
10041,327502,0.670991029627247,1,9.65367346355135
10042,103471,0.39617123105557,0,9.681662720336753
10043,131172,0.464341257498334,0,11.32898748817159
10044,193732,0.355881742020356,0,10.193649266297811
10045,141656,0.400359506495629,0,10.68732708663031
10046,86458,0.511084137226091,0,8.649913344887349
12051,72040,0.773801298880752,0,15.765174964587377
12052,98693,0.808548989313763,0,20.297894566215803
12053,57015,1.0484511517077,0,18.255813953488374
12054,182112,0.467573680834543,0,9.183757140644502
12060,187343,0.67106395182105,0,17.44237415867571
12061,173316,0.68480348009312,0,18.114497559521592
12062,101085,1.01834038732846,0,24.603275966665603
12063,164693,0.59775571860164,0,16.32895472330911
12064,197195,0.629653609582389,0,19.14742658720222
12065,214234,0.629560521245771,0,16.96688452831324
12066,108396,0.933897563111046,0,25.093586989874193
12067,179276,0.769851517107812,0,20.67426916463028
12068,98808,0.682451699721252,0,18.234081218983714
12069,217954,0.409200731812913,0,13.07984845337936
12070,76096,0.879797646541296,0,19.22290847838293
12071,113011,0.754387175418018,0,27.394695348575286
12072,171554,0.595506006993733,0,17.096939985767374
12073,118250,0.698553583168968,0,21.157973109096485
13003,209061,0.223585392421029,0,11.365508290556336
13004,95609,0.552102722655141,0,13.656608395501616
13071,258057,0.361021646318628,1,20.71685126258143
13072,217072,0.417155520792595,0,17.996367849203118
13073,225383,0.403392488062148,0,20.32457189949048
13074,157975,0.254777070063694,0,16.00035794984228
13075,235773,0.651193432321492,1,21.9785530886573
13076,211844,0.588046186406623,0,17.897150130132907
14511,244401,0.998511608283427,0,21.556967738699946
14521,331917,1.25513056927012,0,30.154097094046445
14522,301474,0.885702235343737,0,29.425865482369307
14523,223905,1.46672555263708,0,25.05600728645615
14524,312033,1.28854821869668,0,25.27808092679651
14612,556227,0.770049569992562,0,17.61400808158553
14625,298010,1.13620134249488,0,31.37412172350733
14626,250558,1.77865826594351,0,32.53329624552131
14627,240371,0.998633556964236,0,29.77085789395233
14628,244722,1.40836995987006,0,31.92817803015366
14713,597493,0.387896871649028,0,13.315003927729771
14729,258386,0.53657130933336,0,23.96928580777453
14730,197444,0.853046403588402,0,27.230652954813728
15001,79354,0.638214565387627,0,17.523142240679306
15002,237865,0.710640064470439,0,13.800080619027671
15003,235775,0.313707264646934,0,13.98837456917289
15081,82687,0.500595947556615,0,17.7383734642681
15082,157217,0.725384851938279,0,22.05938887012034
15083,170567,0.356261081376659,0,20.710928927809867
15084,177590,1.30497825036249,0,24.97994363647584
15085,210975,0.695798137318605,0,17.825235537849945
15086,89403,0.712292795010668,0,19.05594058422861
15087,133690,0.73826205165743,0,23.967010422833855
15088,183434,0.812240812240812,2,23.583283492822968
15089,187457,0.708521626856036,0,21.735104055360505
15090,110485,0.826353992183138,0,20.220931184027492
15091,124185,0.983621987951807,0,19.86425083961279
16051,213692,0.802589971389851,0,16.508401480939014
16052,92126,1.20146323455381,0,27.231859835168002
16053,110731,0.38434012775996,0,11.713321727341356
16054,36395,1.6772269847186,0,22.522481189209028
16055,65098,0.69281045751634,0,14.32806585669287
16061,99463,0.894528812148949,0,19.683959066404107
16062,82456,0.414566737115916,0,21.989251861882195
16063,159937,0.851459238048281,0,24.302150332208285
16064,101698,1.1492979589576,0,24.73209672849691
16065,73522,1.0586426531957,0,26.93971468016567
16066,124241,1.45773874862788,0,25.48733396143792
16067,134563,0.763753172945167,0,25.77382182720132
16068,69107,1.03306659892459,0,27.01991192801072
16069,62656,1.71423850634062,0,28.809225631392195
16070,105606,1.0850365884431,1,26.2033523086654
16071,82291,0.467390522758323,0,24.841652392144365
16072,57044,1.38451856513531,0,27.9828785446763
16073,102139,1.51322341485006,1,29.48322437301194
16074,82816,0.717842591993792,0,24.500095219958105
16075,79632,1.10186418109188,0,30.414514045850822
16076,96668,1.09012698506231,0,27.651849671278576
16077,88356,1.45070683375517,0,29.475437135720234
11012,259720,0.524295477951503,0,NA
11004,316223,0.435265378636465,0,NA
11009,272992,0.413752084922615,1,NA
11003,404187,0.228759197534746,0,NA
11008,318509,0.522658144996727,0,NA
11011,292005,0.410620129718632,0,NA
11010,274076,0.45818267260172,0,NA
11005,239374,0.435938913716996,0,NA
11006,291915,0.636524625082042,0,NA
11001,374581,0.315139979874724,0,NA
11002,279210,0.207051703199347,0,NA
11007,341296,0.557540961196711,0,NA
