AGS;Name;Wahlberechtigte;Wähler;Ungültige;Gültige;CDU;SPD;AfD;FDP;DIE LINKE;GRÜNE;CSU;FREIE WÄHLER;Die PARTEI;Tierschutzpartei;NPD;PIRATEN;ÖDP;V-Partei³;DiB;BP;Tierschutzallianz;MLPD;Gesundheitsforschung;MENSCHLICHE WELT;DKP;Die Grauen;BüSo;Die Humanisten;Gartenpartei;du.;SGP;dieBasis;Bündnis C;BÜRGERBEWEGUNG;III. Weg;Bündnis21;LIEBE;LKR;PdF;LfK;SSW;Team Todenhöfer;UNABHÄNGIGE;Volt
1001;Flensburg, Stadt;69302;51278;460;50818;7152;12480;2756;4780;3153;12296;0;347;738;637;28;0;40;93;0;0;0;2;0;0;17;0;0;61;0;45;0;842;0;0;0;0;0;14;0;0;5025;125;0;187
1002;Kiel, Landeshauptstadt;184655;140793;832;139961;20333;36407;7023;14335;8978;40476;0;852;2068;1541;115;0;107;164;0;0;0;34;0;0;85;0;0;287;0;109;0;1755;0;0;0;0;0;46;0;0;4013;710;0;523
1003;Lübeck, Hansestadt;164139;118804;1130;117674;20757;36136;7807;11963;5360;27112;0;1123;1219;1341;143;0;127;114;0;0;0;69;0;0;42;0;0;182;0;97;0;1366;0;0;0;0;0;63;0;0;1506;623;0;524
1004;Neumünster, Stadt;59460;40376;405;39971;8089;12872;3751;4762;1320;5841;0;352;377;462;130;0;27;35;0;0;0;8;0;0;12;0;0;50;0;20;0;450;0;0;0;0;0;50;0;0;1048;254;0;61
1051;Dithmarschen;107187;81464;848;80616;20545;22529;7098;11464;2545;9686;0;835;739;1021;115;0;46;85;0;0;0;20;0;0;14;0;0;68;0;34;0;803;0;0;0;0;0;69;0;0;2613;137;0;150
1053;Herzogtum Lauenburg;153609;121250;875;120375;27610;35174;10057;16216;3978;19001;0;1675;1155;1539;182;0;122;88;0;0;0;24;0;0;50;0;0;96;0;69;0;1415;0;0;0;0;0;40;0;0;1197;466;0;221
1054;Nordfriesland;133281;103619;801;102818;24671;26384;5381;12690;3106;17458;0;729;944;1092;96;0;92;90;0;0;0;18;0;0;24;0;0;93;0;43;0;1426;0;0;0;0;0;33;0;0;8159;152;0;137
1055;Ostholstein;167155;130019;1053;128966;32646;38781;9066;16243;3645;20000;0;1441;984;1573;180;0;88;105;0;0;0;11;0;0;28;0;0;78;0;59;0;1575;0;0;0;0;0;28;0;0;2029;162;0;244
1056;Pinneberg;238388;191512;1242;190270;42057;55693;13080;25663;6363;34291;0;1731;1805;2320;188;0;202;208;0;0;0;21;0;0;59;0;0;182;0;127;0;2389;0;0;0;0;0;108;0;0;2527;799;0;457
1057;Plön;105784;85907;721;85186;20231;23893;5385;10131;2716;16144;0;824;846;892;95;0;62;56;0;0;0;15;0;0;22;0;0;57;0;39;0;1459;0;0;0;0;0;37;0;0;1967;154;0;161
1058;Rendsburg-Eckernförde;220053;177253;1191;176062;42104;47079;11195;21097;5615;32441;0;1276;1735;1863;165;0;131;134;0;0;0;38;0;0;26;0;0;148;0;74;0;2544;0;0;0;0;0;53;0;0;7777;281;0;286
1059;Schleswig-Flensburg;162234;128834;1027;127807;29269;33028;7561;14409;4322;21004;0;1368;1106;1353;110;0;92;101;0;0;0;10;0;0;23;0;0;96;0;73;0;2024;0;0;0;0;0;59;0;0;11390;193;0;216
1060;Segeberg;214326;169804;1205;168599;38390;47942;12855;23761;5327;26743;0;2092;1986;2317;225;0;152;185;0;0;0;23;0;0;46;0;0;144;0;106;0;2480;0;0;0;0;0;54;0;0;2937;480;0;354
1061;Steinburg;104591;80844;663;80181;19168;22579;6398;10384;2856;12234;0;1045;799;1000;95;0;73;170;0;0;0;12;0;0;20;0;0;78;0;48;0;1065;0;0;0;0;0;33;0;0;1764;208;0;152
1062;Stormarn;188553;154388;938;153450;35377;43078;10153;22141;4954;28036;0;1353;1369;1702;167;0;178;135;0;0;0;17;0;0;48;0;0;143;0;86;0;1814;0;0;0;0;0;28;0;0;1626;561;0;484
2000;Hamburg, Freie und Hansestadt;1298792;1011044;5500;1005544;155220;298342;50537;114602;67578;250532;0;5601;10147;12325;648;4377;2016;1219;0;0;0;348;0;0;532;0;0;1203;0;1341;0;13961;0;0;0;386;0;248;0;0;0;8952;0;5429
3101;Braunschweig, Stadt;187721;140807;1513;139294;25929;42377;8238;14046;6355;33401;0;844;1652;1567;101;785;180;280;0;0;0;52;0;0;33;0;0;189;0;81;0;1444;0;0;0;0;0;53;0;0;0;675;0;1012
3102;Salzgitter, Stadt;70766;47284;462;46822;10133;17898;6308;3891;1619;4156;0;476;400;647;89;189;16;28;0;0;0;11;0;0;2;0;0;23;0;24;0;356;0;0;0;0;0;5;0;0;0;480;0;71
3103;Wolfsburg, Stadt;86936;62048;715;61333;14984;21099;5713;6453;1685;7818;0;475;536;712;58;242;125;46;0;0;0;17;0;0;15;0;0;56;0;45;0;716;0;0;0;0;0;22;0;0;0;271;0;245
3151;Gifhorn;136111;103084;1051;102033;24790;34453;10695;10559;2443;13389;0;874;933;1314;95;391;160;63;0;0;0;16;0;0;17;0;0;67;0;65;0;1206;0;0;0;0;0;59;0;0;0;243;0;201
3153;Goslar;105461;75624;635;74989;17512;27833;6926;7204;2401;8892;0;733;624;1123;131;260;42;49;0;0;0;8;0;0;17;0;0;51;0;39;0;762;0;0;0;0;0;21;0;0;0;205;0;156
3154;Helmstedt;72509;52642;587;52055;12989;18663;4785;5023;1502;5938;0;473;485;821;119;220;64;31;0;0;0;6;0;0;16;0;0;57;0;49;0;632;0;0;0;0;0;13;0;0;0;82;0;87
3155;Northeim;106551;79174;682;78492;18413;30363;6305;7971;2269;9452;0;592;578;926;89;238;49;47;0;0;0;11;0;0;10;0;0;63;0;36;0;820;0;0;0;0;0;13;0;0;0;127;0;120
3157;Peine;104557;79489;876;78613;16903;30045;7096;7276;2013;10296;0;933;667;1158;102;318;39;58;0;0;0;15;0;0;16;0;0;71;0;68;0;908;0;0;0;0;0;20;0;0;0;367;0;244
3158;Wolfenbüttel;95700;74686;817;73869;17451;25837;5517;7296;2201;11332;0;591;691;1123;110;311;61;64;0;0;0;9;0;0;13;0;0;57;0;49;0;754;0;0;0;0;0;25;0;0;0;218;0;159
3159;Göttingen;248367;186120;1858;184262;40386;60846;11700;17898;8706;34926;0;1489;1851;2018;200;641;148;139;0;0;0;54;0;0;73;0;0;191;0;116;0;1840;0;0;0;0;0;80;0;0;0;427;0;533
3241;Region Hannover;836679;628389;6559;621830;131088;197115;41575;64440;24097;127756;0;4138;5653;8051;445;3009;451;530;0;0;0;196;0;0;221;0;0;678;0;339;0;5846;0;0;0;0;0;151;0;0;0;3697;0;2354
3251;Diepholz;169814;128511;855;127656;31933;42224;8958;15642;3467;18683;0;1167;1083;1540;97;397;106;92;0;0;0;20;0;0;10;0;0;101;0;71;0;1456;0;0;0;0;0;36;0;0;0;379;0;194
3252;Hameln-Pyrmont;115347;82558;791;81767;18497;29011;7261;8274;2408;11682;0;673;634;1190;84;274;36;63;0;0;0;8;0;0;15;0;0;64;0;56;0;1086;0;0;0;0;0;19;0;0;0;294;0;138
3254;Hildesheim;215131;161685;1907;159778;36504;55439;12161;15397;5308;26565;0;1054;1432;2030;160;793;143;125;0;0;0;32;0;0;37;0;0;99;0;115;0;1628;0;0;0;0;0;31;0;0;0;416;0;309
3255;Holzminden;55262;40152;402;39750;9072;15117;3592;4430;991;4505;0;372;268;527;56;156;26;27;0;0;0;1;0;0;6;0;0;40;0;23;0;365;0;0;0;0;0;9;0;0;0;112;0;55
3256;Nienburg (Weser);94052;68171;561;67610;17681;22978;5828;6883;1783;8886;0;567;603;894;78;299;26;33;0;0;0;8;0;0;5;0;0;57;0;36;0;733;0;0;0;0;0;15;0;0;0;93;0;124
3257;Schaumburg;124368;93167;669;92498;21269;32547;8020;9316;2512;13538;0;923;819;1418;102;321;53;70;0;0;0;9;0;0;18;0;0;68;0;50;0;990;0;0;0;0;0;20;0;0;0;275;0;160
3351;Celle;139573;102354;752;101602;27008;29915;9691;12402;2969;14079;0;1096;997;1380;108;308;89;78;0;0;0;10;0;0;25;0;0;61;0;45;0;1000;0;0;0;0;0;19;0;0;0;138;0;184
3352;Cuxhaven;159013;118721;849;117872;30441;41176;9021;11895;3191;15269;0;1308;969;2122;151;336;79;91;0;0;0;15;0;0;16;0;0;74;0;75;0;1215;0;0;0;0;0;30;0;0;0;206;0;192
3353;Harburg;201740;161635;893;160742;39850;46765;11671;20426;4682;26777;0;2404;1193;2360;138;568;141;113;0;0;0;23;0;0;23;0;0;130;0;95;0;2452;0;0;0;0;0;151;0;0;0;433;0;347
3354;Lüchow-Dannenberg;39132;28561;292;28269;6806;8193;2005;2210;1587;5605;0;194;351;394;32;92;21;21;0;0;0;5;0;0;19;0;0;10;0;26;0;626;0;0;0;0;0;13;0;0;0;22;0;37
3355;Lüneburg;143541;110622;785;109837;22226;33069;7140;11031;4741;24980;0;967;1138;1287;147;361;126;70;0;0;0;20;0;0;46;0;0;109;0;68;0;1773;0;0;0;0;0;40;0;0;0;167;0;331
3356;Osterholz;91256;70271;513;69758;16487;23362;5062;7091;2747;11153;0;620;554;1005;62;171;64;57;0;0;0;11;0;0;20;0;0;72;0;53;0;814;0;0;0;0;0;29;0;0;0;191;0;133
3357;Rotenburg (Wümme);129750;98606;668;97938;27851;31477;6910;10441;2681;13275;0;1144;783;1198;134;331;80;48;0;0;0;12;0;0;14;0;0;64;0;56;0;998;0;0;0;0;0;29;0;0;0;144;0;268
3358;Heidekreis;108997;80088;561;79527;19475;28714;6758;7874;2137;10181;0;828;696;1157;115;304;68;66;0;0;0;9;0;0;13;0;0;64;0;45;0;717;0;0;0;0;0;30;0;0;0;113;0;163
3359;Stade;158345;120245;776;119469;29907;38988;9258;13088;3500;17776;0;1308;1142;1563;141;597;85;92;0;0;0;11;0;0;22;0;0;101;0;57;0;1165;0;0;0;0;0;26;0;0;0;321;0;321
3360;Uelzen;74909;55668;440;55228;13985;18417;4732;5588;1711;7803;0;482;457;789;68;258;39;46;0;0;0;6;0;0;9;0;0;38;0;30;0;592;0;0;0;0;0;9;0;0;0;87;0;82
3361;Verden;106234;81037;576;80461;19696;26068;6267;8562;2506;13030;0;874;580;981;63;272;41;55;0;0;0;23;0;0;7;0;0;59;0;50;0;847;0;0;0;0;0;21;0;0;0;249;0;210
3401;Delmenhorst, Stadt;55403;36051;462;35589;8006;12477;3632;3420;1291;4557;0;280;387;568;41;127;20;28;0;0;0;4;0;0;5;0;0;27;0;18;0;370;0;0;0;0;0;9;0;0;0;277;0;45
3402;Emden, Stadt;37374;25403;303;25100;3675;10844;2034;2198;1208;3897;0;134;278;350;31;94;19;17;0;0;0;4;0;0;15;0;0;15;0;11;0;197;0;0;0;0;0;6;0;0;0;33;0;40
3403;Oldenburg (Oldenburg), Stadt;129639;97877;685;97192;14505;29108;4178;9107;6057;28692;0;458;863;1055;54;499;146;104;0;0;0;19;0;0;38;0;0;121;0;55;0;1003;0;0;0;0;0;27;0;0;0;293;0;810
3404;Osnabrück, Stadt;122310;91652;681;90971;18499;25564;4052;8816;4673;24842;0;303;951;781;38;276;93;61;0;0;0;9;0;0;41;0;0;115;0;53;0;885;0;0;0;0;0;18;0;0;0;466;0;435
3405;Wilhelmshaven, Stadt;60177;39610;407;39203;7685;14392;3632;3928;1473;5337;0;569;624;692;35;143;23;31;0;0;0;24;0;0;3;0;0;58;0;36;0;276;0;0;0;0;0;13;0;0;0;121;0;108
3451;Ammerland;99066;75848;490;75358;17595;26123;4725;8567;2287;12227;0;583;618;954;53;296;101;33;0;0;0;10;0;0;13;0;0;55;0;30;0;726;0;0;0;0;0;31;0;0;0;135;0;196
3452;Aurich;154472;112444;1350;111094;20391;48194;9139;9915;3463;13771;0;1635;852;1870;116;336;63;48;0;0;0;14;0;0;19;0;0;71;0;75;0;830;0;0;0;0;0;18;0;0;0;116;0;158
3453;Cloppenburg;121800;87535;692;86843;32914;22288;8293;10103;1897;8101;0;379;592;822;52;271;33;30;0;0;0;5;0;0;7;0;0;58;0;42;0;630;0;0;0;0;0;31;0;0;0;118;0;177
3454;Emsland;241341;185427;1334;184093;69280;51174;11218;21265;3998;20496;0;775;1679;1607;121;476;58;75;0;0;0;15;0;0;16;0;0;141;0;87;0;1124;0;0;0;0;0;27;0;0;0;211;0;250
3455;Friesland;82193;60900;568;60332;12535;23301;4466;6595;1787;8167;0;628;617;974;48;185;25;43;0;0;0;15;0;0;6;0;0;35;0;37;0;604;0;0;0;0;0;14;0;0;0;134;0;116
3456;Grafschaft Bentheim;98028;74911;434;74477;21942;26333;3843;8699;1705;9369;0;280;523;697;43;159;55;34;0;0;0;9;0;0;12;0;0;47;0;38;0;429;0;0;0;0;0;11;0;0;0;156;0;93
3457;Leer;132390;96031;886;95145;21578;37183;8422;8808;2916;11226;0;524;968;1332;104;322;42;62;0;0;0;11;0;0;22;0;0;47;0;57;0;1136;0;0;0;0;0;16;0;0;0;135;0;234
3458;Oldenburg;101940;78267;507;77760;18183;24283;5525;10141;2338;12927;0;831;629;1056;64;291;40;46;0;0;0;9;0;0;8;0;0;74;0;32;0;863;0;0;0;0;0;37;0;0;0;164;0;219
3459;Osnabrück;273117;209726;1729;207997;58827;67707;12920;22464;5421;31864;0;1064;1480;1900;165;564;120;100;0;0;0;14;0;0;42;0;0;127;0;91;0;2357;0;0;0;0;0;23;0;0;0;432;0;315
3460;Vechta;102148;76972;463;76509;29923;17924;4479;9644;1652;9992;0;413;501;757;52;203;47;37;0;0;0;7;0;0;10;0;0;46;0;50;0;458;0;0;0;0;0;18;0;0;0;150;0;146
3461;Wesermarsch;69484;49435;626;48809;10460;18861;3830;5010;1417;6489;0;444;529;686;45;180;27;34;0;0;0;10;0;0;13;0;0;33;0;33;0;465;0;0;0;0;0;11;0;0;0;149;0;83
3462;Wittmund;46677;33654;259;33395;8315;12755;2853;3351;862;3516;0;315;298;535;42;91;14;18;0;0;0;11;0;0;12;0;0;22;0;18;0;275;0;0;0;0;0;7;0;0;0;43;0;42
4011;Bremen, Stadt;381163;280193;1817;278376;47835;85092;17297;26315;22619;61430;0;2402;3197;3573;239;0;348;414;0;0;0;134;0;301;0;0;0;481;0;0;0;2933;0;0;0;0;0;0;0;0;0;2572;0;1194
4012;Bremerhaven, Stadt;78586;50238;574;49664;8664;18132;5278;4166;2733;6997;0;509;712;944;52;0;59;101;0;0;0;26;0;85;0;0;0;108;0;0;0;528;0;0;0;0;0;0;0;0;0;442;0;128
5111;Düsseldorf, Stadt;410929;317397;1662;315735;76531;73866;15998;45078;13672;70976;0;1710;3133;3466;165;1033;200;274;0;0;0;115;290;0;107;0;0;306;0;166;28;2815;91;0;0;0;282;70;107;286;0;2989;0;1981
5112;Duisburg, Stadt;318659;216939;2179;214760;41334;77150;21636;18506;10088;28199;0;1454;2717;4157;385;866;135;202;0;0;0;320;320;0;87;0;0;209;0;142;37;1836;148;0;0;0;344;54;73;270;0;3583;0;508
5113;Essen, Stadt;408110;303419;2235;301184;68441;93613;24400;31848;12031;50180;0;1736;3661;4774;292;960;168;218;0;0;0;231;356;0;212;0;0;257;0;139;45;2739;166;0;0;0;418;104;90;266;0;2942;0;897
5114;Krefeld, Stadt;158951;114486;1005;113481;28601;32234;7748;14227;4600;18392;0;761;1355;1643;93;515;73;83;0;0;0;57;113;0;40;0;0;88;0;61;16;1202;98;0;0;0;154;30;28;103;0;914;0;252
5116;Mönchengladbach, Stadt;185185;129646;1241;128405;36555;34877;9641;15459;4927;18166;0;850;1562;2013;190;467;111;122;0;0;0;24;166;0;86;0;0;109;0;74;12;1343;33;0;0;0;211;22;49;119;0;907;0;310
5117;Mülheim an der Ruhr, Stadt;121418;94571;694;93877;22349;30463;6654;10866;3105;14787;0;425;1091;1281;55;282;59;60;0;0;0;47;114;0;30;0;0;73;0;38;7;846;63;0;0;0;107;28;19;75;0;708;0;245
5119;Oberhausen, Stadt;147254;105651;936;104715;22221;38477;10075;9615;4143;12718;0;632;1646;1941;140;391;78;122;0;0;0;58;146;0;24;0;0;63;0;45;15;713;41;0;0;0;150;19;36;126;0;799;0;281
5120;Remscheid, Stadt;76192;54868;459;54409;13528;16834;4656;6595;2010;6787;0;374;652;941;58;230;33;43;0;0;0;29;76;0;4;0;0;46;0;19;5;561;27;0;0;0;94;12;27;65;0;570;0;133
5122;Solingen, Klingenstadt;111392;82206;636;81570;19519;23701;5878;10149;3158;13293;0;526;1154;1239;61;307;57;60;0;0;0;44;96;0;10;0;0;103;0;30;7;1033;36;0;0;0;120;14;32;78;0;642;0;223
5124;Wuppertal, Stadt;235148;173120;1482;171638;36893;50082;14062;19482;8963;29604;0;1150;1912;2500;191;620;106;141;0;0;0;129;174;0;61;0;0;148;0;85;31;2052;135;0;0;0;213;31;60;154;0;1813;0;846
5154;Kleve;225463;171093;1326;169767;54793;47837;9632;19542;4728;23587;0;1488;1438;2386;150;605;115;107;0;0;0;28;224;0;17;0;0;121;0;77;15;1628;60;0;0;0;241;28;60;167;0;297;0;396
5158;Mettmann;363205;283226;2026;281200;76608;76794;19762;37318;8843;43542;0;1876;2767;3916;239;1265;183;201;0;0;0;81;391;0;33;0;0;179;0;130;29;2842;252;0;0;0;353;83;111;347;0;2172;0;883
5162;Rhein-Kreis Neuss;333192;261478;1764;259714;80779;66262;16378;35814;7096;37341;0;1451;2673;3611;189;914;192;229;0;0;0;45;330;0;64;0;0;187;0;108;35;2668;99;0;0;0;356;52;74;259;0;1779;0;729
5166;Viersen;227166;175085;1333;173752;52896;46375;10357;22281;5203;25673;0;1327;2140;2618;140;632;183;120;0;0;0;31;197;0;22;0;0;133;0;82;12;1808;93;0;0;0;228;33;54;155;0;582;0;377
5170;Wesel;355179;273799;2020;271779;67830;93981;19721;28520;9031;35627;0;1629;3495;4139;237;903;144;158;0;0;0;127;346;0;35;0;0;174;0;121;27;2563;171;0;0;0;399;60;86;273;0;1587;0;395
5314;Bonn, Stadt;230215;185557;1113;184444;41551;41641;7750;21902;10026;50174;0;897;1661;1371;51;611;162;130;0;0;0;57;113;0;47;0;0;196;0;68;12;1823;106;0;0;0;118;75;53;77;0;1817;0;1955
5315;Köln, Stadt;732048;569495;2722;566773;109564;139230;26414;61486;33023;158932;0;2575;6263;6069;249;1851;425;459;0;0;0;225;483;0;148;0;0;529;0;416;51;5470;251;0;0;0;502;118;202;375;0;5730;0;5733
5316;Leverkusen, Stadt;114706;85766;724;85042;20696;25383;6682;9800;2864;13545;0;572;1102;1208;76;385;55;73;0;0;0;38;126;0;10;0;0;64;0;42;11;950;56;0;0;0;118;19;34;90;0;693;0;350
5334;Städteregion Aachen;402726;310690;2310;308380;81610;83996;17836;32924;12712;60339;0;1662;3216;3676;233;1155;411;190;0;0;0;53;260;0;63;0;0;381;0;145;39;2929;96;0;0;0;352;43;85;231;0;1883;0;1860
5358;Düren;199656;153645;1516;152129;46217;44058;13171;17104;4570;16951;0;1296;1387;2465;179;730;88;84;0;0;0;12;222;0;32;0;0;87;0;90;10;1545;162;0;0;0;260;34;54;166;0;641;0;514
5362;Rhein-Erft-Kreis;345958;271042;2027;269015;76103;75789;18697;33133;8091;39921;0;1999;2029;3811;224;1543;145;144;0;0;0;38;316;0;46;0;0;199;0;121;28;2437;93;0;0;0;577;70;97;282;0;2102;0;980
5366;Euskirchen;152275;116634;974;115660;37046;29874;9614;14408;3321;13806;0;1068;1048;1784;93;519;88;87;0;0;0;11;170;0;9;0;0;86;0;59;11;1512;67;0;0;0;184;34;45;139;0;265;0;312
5370;Heinsberg;192346;145368;1397;143971;46466;38822;11359;16023;4529;16858;0;1375;1929;2334;209;532;87;109;0;0;0;18;210;0;10;0;0;75;0;70;14;1602;53;0;0;0;235;30;47;155;0;438;0;382
5374;Oberbergischer Kreis;206640;160146;1472;158674;44018;42413;15211;19796;5153;19959;0;1434;1622;2426;153;652;183;89;0;0;0;25;221;0;15;0;0;104;0;78;18;2809;699;0;0;0;236;34;110;178;0;635;0;403
5378;Rheinisch-Bergischer Kreis;217193;176933;1037;175896;48224;44429;10051;24373;5222;32285;0;1697;1419;2199;100;554;115;119;0;0;0;27;208;0;22;0;0;127;0;76;9;2247;132;0;0;0;223;34;41;157;0;662;0;1144
5382;Rhein-Sieg-Kreis;454690;364854;2609;362245;103269;91282;24155;46557;12040;60332;0;2695;3597;5236;276;1403;322;262;0;0;0;39;419;0;30;0;0;288;0;146;33;4694;389;0;0;0;501;124;113;324;0;1776;0;1943
5512;Bottrop, Stadt;87200;65217;511;64706;15088;23466;6070;6364;2052;7369;0;276;701;1111;71;227;153;40;0;0;0;35;90;0;191;0;0;33;0;32;9;445;8;0;0;0;112;20;25;64;0;528;0;126
5513;Gelsenkirchen, Stadt;168496;112317;1033;111284;22091;41326;14204;9721;3853;11170;0;723;1245;2572;181;394;51;70;0;0;0;222;176;0;28;0;0;69;0;51;13;775;55;0;0;0;184;21;22;128;0;1753;0;186
5515;Münster, Stadt;233953;196276;820;195456;43790;45844;5603;20786;9746;60036;0;691;1684;1326;45;479;422;150;0;0;0;12;116;0;75;0;0;205;0;93;22;1409;42;0;0;0;138;25;52;79;0;774;0;1812
5554;Borken;279090;221748;1297;220451;81295;57942;11160;26044;5617;28431;0;1369;1823;2081;127;682;148;109;0;0;0;30;208;0;31;0;0;116;0;86;13;1563;87;0;0;0;226;39;67;189;0;549;0;419
5558;Coesfeld;174248;143808;796;143012;49344;38171;6768;15918;3595;22491;0;908;1214;1454;111;529;84;76;0;0;0;6;162;0;13;0;0;76;0;44;5;1063;49;0;0;0;134;28;41;141;0;231;0;356
5562;Recklinghausen;463750;342998;2606;340392;83324;119286;31278;33843;10755;39872;0;1613;4137;5754;401;1320;179;220;0;0;0;211;491;0;114;0;0;203;0;162;34;2662;154;0;0;0;497;126;111;345;0;2725;0;575
5566;Steinfurt;340361;270196;1750;268446;78846;84180;14773;28942;7987;40843;0;1527;2435;2591;204;858;166;125;0;0;0;42;237;0;34;0;0;158;0;70;26;2068;112;0;0;0;297;44;71;203;0;770;0;837
5570;Warendorf;208754;165808;1186;164622;51722;47648;10533;18193;4525;23309;0;1014;1553;1729;128;535;200;84;0;0;0;13;179;0;31;0;0;108;0;62;13;1518;113;0;0;0;207;33;54;132;0;635;0;351
5711;Bielefeld, Stadt;234469;178319;1139;177180;35703;47926;12048;19982;11159;38650;0;675;2261;1815;118;663;187;116;0;0;0;87;213;0;64;0;0;153;0;103;23;2186;327;0;0;0;183;30;76;181;0;1555;0;696
5754;Gütersloh;263176;202815;1543;201272;59031;53209;15226;24080;5885;31797;0;1596;2093;2162;147;692;167;122;0;0;0;23;244;0;35;0;0;110;0;87;12;2356;342;0;0;0;289;43;59;193;0;840;0;432
5758;Herford;189792;143339;1202;142137;33020;45277;13679;16671;5093;19032;0;1132;1658;1852;122;485;65;89;0;0;0;31;133;0;29;0;0;87;0;70;13;1883;394;0;0;0;178;32;43;159;0;655;0;255
5762;Höxter;110898;86911;805;86106;30754;22647;6635;9780;2382;9227;0;591;839;937;73;378;140;43;0;0;0;3;119;0;4;0;0;58;0;30;3;849;103;0;0;0;114;23;23;62;0;172;0;117
5766;Lippe;265543;203774;1862;201912;46554;62981;20160;23736;7385;26788;0;1648;2130;2623;208;766;190;119;0;0;0;31;224;0;25;0;0;159;0;101;15;3088;1380;0;0;0;285;88;68;206;0;629;0;325
5770;Minden-Lübbecke;238990;180060;1569;178491;42563;57433;16357;20699;5802;23462;0;1598;2088;2167;154;622;109;88;0;0;0;29;187;0;28;0;0;162;0;103;15;2393;1157;0;0;0;221;35;55;190;0;499;0;275
5774;Paderborn;231534;178377;1395;176982;58419;39089;14360;21877;5858;26981;0;1137;1925;1863;135;600;134;108;0;0;0;28;191;0;26;0;0;148;0;79;22;2195;310;0;0;0;220;37;62;160;0;523;0;495
5911;Bochum, Stadt;267771;202260;1495;200765;38393;67799;14552;18756;10378;37652;0;982;2560;2941;264;726;175;166;0;0;0;147;271;0;75;0;0;237;0;110;18;1633;115;0;0;0;264;66;61;170;0;1602;0;652
5913;Dortmund, Stadt;406044;299669;2005;297664;55447;101197;22036;28179;13927;53581;0;1597;5877;5604;448;1306;190;162;0;0;0;144;371;0;142;0;0;229;0;154;57;2285;122;0;0;0;342;65;75;255;0;2961;0;911
5914;Hagen, Stadt der FernUniversität;127926;88648;717;87931;20756;28917;9235;9455;3129;10044;0;636;1003;1546;92;326;55;54;0;0;0;65;127;0;26;0;0;67;0;34;3;657;72;0;0;0;133;16;34;110;0;1200;0;139
5915;Hamm, Stadt;124312;90144;761;89383;21680;31904;8256;9046;3004;9976;0;605;769;1301;121;333;49;46;0;0;0;1;124;0;15;0;0;53;0;39;10;658;51;0;0;0;136;23;29;74;0;861;0;219
5916;Herne, Stadt;108561;75476;812;74664;14582;28941;7562;6450;2876;8526;0;472;821;1495;109;387;36;65;0;0;0;77;93;0;18;0;0;61;0;39;5;516;43;0;0;0;139;26;27;62;0;1096;0;140
5954;Ennepe-Ruhr-Kreis;248951;192809;1431;191378;43309;64147;14179;21156;6757;29134;0;1238;2211;2931;198;1051;187;120;0;0;0;116;253;0;67;0;0;139;0;88;17;2028;201;0;0;0;282;36;59;192;0;908;0;374
5958;Hochsauerlandkreis;200496;156518;1024;155494;52017;44640;11532;18712;3989;15473;0;1583;1983;1943;122;462;99;87;0;0;0;14;181;0;11;0;0;80;0;52;8;1346;69;0;0;0;186;28;37;128;0;380;0;332
5962;Märkischer Kreis;297658;217655;1709;215946;59971;63876;20503;26189;7116;22871;0;1849;1899;4082;285;843;277;119;0;0;0;67;339;0;58;0;0;164;0;108;19;2514;392;0;0;0;346;41;72;222;0;1377;0;347
5966;Olpe;101508;80864;531;80333;30761;20716;5679;10163;1838;7252;0;630;614;811;81;208;73;34;0;0;0;11;96;0;34;0;0;34;0;29;6;658;39;0;0;0;87;14;20;60;0;239;0;146
5970;Siegen-Wittgenstein;207672;162162;1164;160998;42161;50327;14709;18597;5726;17842;0;1340;2043;2099;166;485;358;103;0;0;0;24;182;0;47;0;0;156;0;68;7;2107;467;0;0;0;198;36;51;134;0;886;0;679
5974;Soest;231811;179003;1174;177829;51697;51061;14206;21005;5520;24089;0;1176;1724;2260;156;666;118;89;0;0;0;12;246;0;31;0;0;121;0;89;13;2038;159;0;0;0;251;34;73;173;0;495;0;327
5978;Unna;301407;226699;1718;224981;50759;80813;18669;23004;7844;29195;0;1725;2545;3941;261;841;122;138;0;0;0;86;333;0;40;0;0;167;0;118;13;1657;148;0;0;0;342;34;74;260;0;1368;0;484
6411;Darmstadt, Wissenschaftsstadt;105691;83408;610;82798;12227;19427;4220;9102;6589;23868;0;723;913;902;47;414;167;83;0;0;0;60;76;0;43;0;0;202;0;0;0;983;116;0;0;11;0;29;0;0;0;785;0;1811
6412;Frankfurt am Main, Stadt;428423;320014;2600;317414;57575;71276;16034;46891;22285;78191;0;2696;2954;3470;201;1331;246;369;0;0;0;120;369;0;184;0;0;400;0;0;0;3520;267;0;0;71;0;95;0;0;0;4461;0;4408
6413;Offenbach am Main, Stadt;67383;45484;535;44949;8516;11291;3592;4930;3682;8636;0;591;433;682;47;320;44;61;0;0;0;9;64;0;34;0;0;50;0;0;0;572;20;0;0;11;0;6;0;0;0;1030;0;328
6414;Wiesbaden, Landeshauptstadt;186735;136214;1348;134866;28523;33546;9588;18947;7128;26818;0;1411;1049;1651;104;525;139;135;0;0;0;34;152;0;35;0;0;252;0;0;0;1911;112;0;0;34;0;81;0;0;0;1367;0;1324
6431;Bergstraße;197782;153176;1733;151443;37064;41124;14377;20432;4629;21457;0;2723;1221;3029;237;617;151;145;0;0;0;18;258;0;33;0;0;153;0;0;0;2465;176;0;0;63;0;47;0;0;0;533;0;491
