AGS;Name;Wahlberechtigte;Wähler;Ungültige;Gültige;CDU;SPD;AfD;FDP;DIE LINKE;GRÜNE;CSU;FREIE WÄHLER;Die PARTEI;Tierschutzpartei;NPD;PIRATEN;ÖDP;V-Partei³;DiB;BP;Tierschutzallianz;MLPD;Gesundheitsforschung;MENSCHLICHE WELT;DKP;Die Grauen;BüSo;Die Humanisten;Gartenpartei;du.;SGP;dieBasis;Bündnis C;BÜRGERBEWEGUNG;III. Weg;Bündnis21;LIEBE;LKR;PdF;LfK;SSW;Team Todenhöfer;UNABHÄNGIGE;Volt
12052;Cottbus, Stadt;76664;56178;655;55523;7278;16259;11270;6119;4896;4091;0;1140;827;1188;171;195;72;0;0;0;0;24;0;0;108;0;0;77;0;0;0;1065;0;0;0;0;0;0;0;0;0;134;388;221
12053;Frankfurt (Oder), Stadt;43524;30483;383;30100;4139;9410;5495;2463;3599;2340;0;563;566;623;77;105;43;0;0;0;0;38;0;0;38;0;0;30;0;0;0;317;0;0;0;0;0;0;0;0;0;51;138;65
12054;Potsdam, Stadt;136171;110636;877;109759;12916;29177;10080;10412;13165;23448;0;1517;1831;2637;115;446;388;0;0;0;0;51;0;0;197;0;0;254;0;0;0;1788;0;0;0;0;0;0;0;0;0;290;329;718
12060;Barnim;153682;116762;1319;115443;17344;31734;20136;10340;11700;10403;0;4526;1621;3228;317;497;235;0;0;0;0;49;0;0;209;0;0;158;0;0;0;1821;0;0;0;0;0;0;0;0;0;257;552;316
12061;Dahme-Spreewald;139473;108645;1289;107356;17219;30239;19447;10820;8588;9227;0;3081;1225;3303;348;498;190;0;0;0;0;50;0;0;188;0;0;142;0;0;0;1518;0;0;0;0;0;0;0;0;0;401;582;290
12062;Elbe-Elster;84748;63633;995;62638;10064;17777;15411;5602;4409;2649;0;2063;735;1390;239;249;58;0;0;0;0;27;0;0;59;0;0;46;0;0;0;849;0;0;0;0;0;0;0;0;0;91;824;96
12063;Havelland;132645;101350;1166;100184;16977;29852;16359;9875;6897;10338;0;2476;1100;2897;290;442;171;0;0;0;0;54;0;0;53;0;0;121;0;0;0;1315;0;0;0;0;0;0;0;0;0;267;436;264
12064;Märkisch-Oderland;160954;121773;1971;119802;17807;34370;22939;10176;12222;8958;0;3201;1623;3685;338;450;257;0;0;0;0;56;0;0;262;0;0;153;0;0;0;2011;0;0;0;0;0;0;0;0;0;251;744;299
12065;Oberhavel;174518;134465;1506;132959;22252;38476;22559;12974;9327;12784;0;3604;1707;4288;460;812;254;0;0;0;0;47;0;0;113;0;0;169;0;0;0;1954;0;0;0;0;0;0;0;0;0;282;552;345
12066;Oberspreewald-Lausitz;90562;66230;1050;65180;9167;18780;16356;6302;4860;2720;0;1850;741;1373;423;228;83;0;0;0;0;33;0;0;43;0;0;47;0;0;0;698;0;0;0;0;0;0;0;0;0;85;1243;148
12067;Oder-Spree;147863;111931;1441;110490;15751;32004;22843;9976;9837;7652;0;3186;1423;2985;497;390;304;0;0;0;0;118;0;0;132;0;0;128;0;0;0;2103;0;0;0;0;0;0;0;0;0;255;598;308
12068;Ostprignitz-Ruppin;82224;57917;689;57228;9291;19690;10435;4184;4710;4061;0;1387;644;1189;236;199;49;0;0;0;0;39;0;0;38;0;0;53;0;0;0;680;0;0;0;0;0;0;0;0;0;61;208;74
12069;Potsdam-Mittelmark;174776;141079;1452;139627;23353;41686;18263;15001;10315;17677;0;3310;1530;3257;320;492;309;0;0;0;0;63;0;0;138;0;0;171;0;0;0;2268;0;0;0;0;0;0;0;0;0;284;714;476
12070;Prignitz;63058;45045;520;44525;7352;15422;8559;3388;3601;2299;0;1176;532;831;160;191;35;0;0;0;0;32;0;0;30;0;0;37;0;0;0;593;0;0;0;0;0;0;0;0;0;56;164;67
12071;Spree-Neiße;94603;72145;1113;71032;10224;19839;19459;7484;4774;2848;0;1678;766;1328;252;197;51;0;0;0;0;45;0;0;110;0;0;51;0;0;0;1147;0;0;0;0;0;0;0;0;0;142;511;126
12072;Teltow-Fläming;136777;102972;1796;101176;16170;29872;17298;9589;7991;8616;0;3312;1083;3421;256;487;180;0;0;0;0;63;0;0;129;0;0;149;0;0;0;1488;0;0;0;0;0;0;0;0;0;252;542;278
12073;Uckermark;98591;69495;996;68499;10921;23151;14493;4845;5699;3688;0;1505;666;1277;303;264;86;0;0;0;0;33;0;0;79;0;0;52;0;0;0;944;0;0;0;0;0;0;0;0;0;111;301;81
13003;Rostock;167537;121988;1791;120197;15069;35216;13661;10527;17012;17576;0;1296;1757;3005;472;690;223;0;0;0;0;122;0;0;106;0;0;242;0;0;0;2493;0;0;0;0;0;0;0;0;0;309;0;421
13004;Schwerin;75717;54676;790;53886;7807;16841;7359;4801;6648;6005;0;864;535;925;240;431;72;0;0;0;0;47;0;0;54;0;0;91;0;0;0;833;0;0;0;0;0;0;0;0;0;139;0;194
13071;Mecklenburgische Seenplatte;214762;149360;2914;146446;26616;42991;30339;10952;16533;7668;0;2296;1074;2839;897;484;179;0;0;0;0;157;0;0;93;0;0;183;0;0;0;2603;0;0;0;0;0;0;0;0;0;310;0;232
13072;Landkreis Rostock;177351;129804;2056;127748;23477;37825;22990;11547;12746;8535;0;2084;887;2577;873;446;245;0;0;0;0;85;0;0;114;0;0;131;0;0;0;2649;0;0;0;0;0;0;0;0;0;338;0;199
13073;Vorpommern-Rügen;186611;128783;2586;126197;24329;32345;25649;10044;14527;8295;0;1573;1076;3807;628;598;111;0;0;0;0;99;0;0;116;0;0;157;0;0;0;2336;0;0;0;0;0;0;0;0;0;285;0;222
13074;Nordwestmecklenburg;128567;90731;1333;89398;15082;29698;14304;7026;9142;7656;0;1274;701;1490;562;551;83;0;0;0;0;42;0;0;52;0;0;97;0;0;0;1285;0;0;0;0;0;0;0;0;0;186;0;167
13075;Vorpommern-Greifswald;192591;135105;2685;132420;25380;32739;29104;10646;12548;9745;0;1755;1052;3860;1716;498;157;0;0;0;0;76;0;0;123;0;0;267;0;0;0;2212;0;0;0;0;0;0;0;0;0;292;0;250
13076;Ludwigslust-Parchim;171299;124593;2026;122567;22343;39713;21936;10012;12579;6476;0;2202;818;2079;1012;561;119;0;0;0;0;81;0;0;96;0;0;109;0;0;0;1925;0;0;0;0;0;0;0;0;0;287;0;219
14511;Chemnitz, Stadt;188691;140700;1121;139579;20713;32616;30089;15781;15008;12680;0;1997;2280;2620;252;440;359;320;0;0;0;90;609;0;133;0;0;296;0;0;0;2097;378;0;164;0;0;0;0;0;0;311;0;346
14521;Erzgebirgskreis;276050;212372;2699;209673;40349;38544;63225;21632;16163;7251;0;6614;2306;3895;1157;515;394;229;0;0;0;79;892;0;131;0;0;211;0;0;0;2662;2299;0;398;0;0;0;0;0;0;420;0;307
14522;Mittelsachsen;246570;189048;2158;186890;33466;35281;54994;21413;14944;8623;0;4414;1822;3589;890;630;677;156;0;0;0;98;958;0;154;0;0;304;0;0;0;2990;404;0;335;0;0;0;0;0;0;367;0;381
14523;Vogtlandkreis;184973;137816;1673;136143;26782;30436;34112;13708;12058;6263;0;2155;1676;3181;291;340;364;82;0;0;0;73;652;0;88;0;0;157;0;0;0;2048;779;0;459;0;0;0;0;0;0;248;0;191
14524;Zwickau;257191;192634;2042;190592;34814;40259;48178;20610;17453;9414;0;5738;2035;3962;522;591;425;144;0;0;0;111;757;0;117;0;0;185;0;0;0;3288;905;0;499;0;0;0;0;0;0;338;0;247
14612;Dresden, Stadt;424707;340274;2469;337805;48826;59743;59501;40638;37607;56760;0;5688;5458;5783;546;2818;1330;393;0;0;0;263;1726;0;212;0;0;873;0;0;0;5727;566;0;283;0;0;0;0;0;0;1301;0;1763
14625;Bautzen;245263;189488;2474;187014;34134;31676;58674;21422;14488;8121;0;4900;2466;3453;667;746;322;81;0;0;0;86;1145;0;118;0;0;217;0;0;0;2875;305;0;328;0;0;0;0;0;0;405;0;385
14626;Görlitz;204105;153057;2064;150993;27630;25441;49123;15039;11327;7358;0;3645;1428;3259;488;540;177;97;0;0;0;106;1045;0;92;0;0;185;0;0;0;2583;456;0;305;0;0;0;0;0;0;331;0;338
14627;Meißen;197004;149341;1747;147594;25912;26045;43940;17212;10725;8872;0;4312;1754;2634;566;581;405;108;0;0;0;77;713;0;65;0;0;187;0;0;0;2341;188;0;296;0;0;0;0;0;0;321;0;340
14628;Sächsische Schweiz-Osterzgebirge;199703;154159;2005;152154;26028;23545;48580;17814;11653;8023;0;5039;1276;2864;635;618;396;82;0;0;0;66;929;0;85;0;0;247;0;0;0;2945;223;0;283;0;0;0;0;0;0;373;0;450
14713;Leipzig, Stadt;455278;348576;2320;346256;48514;72382;46104;35099;47356;64112;0;4833;6328;7289;521;1714;689;595;0;0;0;350;1131;0;326;0;0;829;0;0;0;4768;352;0;342;0;0;0;0;0;0;1245;0;1377
14729;Leipzig;212853;162283;1836;160447;32711;34104;38458;18322;12362;9381;0;3973;1743;3099;461;496;278;116;0;0;0;87;897;0;115;0;0;175;0;0;0;2403;186;0;328;0;0;0;0;0;0;373;0;379
14730;Nordsachsen;161279;119206;1449;117757;23000;24732;32066;12476;8868;5462;0;3346;1333;2311;473;404;240;61;0;0;0;76;598;0;89;0;0;137;0;0;0;1363;88;0;268;0;0;0;0;0;0;196;0;170
15001;Dessau-Roßlau, Stadt;65105;43544;441;43103;8881;12121;7553;4288;3909;3164;0;620;367;492;116;177;20;0;0;0;416;33;0;0;0;0;0;39;257;29;0;571;0;0;0;0;0;0;0;0;0;0;0;50
15002;Halle (Saale), Stadt;181880;127615;1094;126521;21392;30249;17460;12686;15569;18783;0;1892;1487;1578;199;609;178;0;0;0;1249;178;0;0;0;0;0;260;569;167;0;1673;0;0;0;0;0;0;0;0;0;0;0;343
15003;Magdeburg, Landeshauptstadt;183584;127840;1049;126791;22260;33184;17736;12143;13938;15071;0;1725;1543;1224;261;609;178;0;0;0;2570;151;0;0;0;0;0;263;1632;186;0;1575;0;0;0;0;0;0;0;0;0;0;0;542
15081;Altmarkkreis Salzwedel;68231;47130;491;46639;9937;12858;8273;4027;4741;2600;0;1394;342;464;86;126;28;0;0;0;351;37;0;0;0;0;0;44;201;40;0;1022;0;0;0;0;0;0;0;0;0;0;0;68
15082;Anhalt-Bitterfeld;131926;86979;1138;85841;18634;20914;18936;7797;8634;3579;0;2060;589;1226;248;247;24;0;0;0;914;67;0;0;0;0;0;75;533;92;0;1176;0;0;0;0;0;0;0;0;0;0;0;96
15083;Börde;140658;97595;989;96606;21371;25348;20008;9109;8000;4625;0;1872;722;1242;275;306;52;0;0;0;1269;81;0;0;0;0;0;89;577;121;0;1403;0;0;0;0;0;0;0;0;0;0;0;136
15084;Burgenlandkreis;145246;98245;1019;97226;20645;22308;24287;9877;8412;3862;0;1217;791;1118;333;308;68;0;0;0;856;73;0;0;0;0;0;86;592;123;0;2145;0;0;0;0;0;0;0;0;0;0;0;125
15085;Harz;179183;120314;1331;118983;26556;32474;21209;10905;10937;6746;0;2446;818;1480;244;396;70;0;0;0;1287;85;0;0;0;0;0;103;631;111;0;2332;0;0;0;0;0;0;0;0;0;0;0;153
15086;Jerichower Land;74874;50925;568;50357;11349;13695;9596;4480;4426;2642;0;865;408;724;97;148;22;0;0;0;640;37;0;0;0;0;0;47;254;55;0;779;0;0;0;0;0;0;0;0;0;0;0;93
15087;Mansfeld-Südharz;113167;73439;810;72629;15591;18732;17407;6655;6610;2211;0;1117;510;856;275;174;28;0;0;0;616;59;0;0;0;0;0;61;400;78;0;1177;0;0;0;0;0;0;0;0;0;0;0;72
15088;Saalekreis;152500;108207;1199;107008;23600;23966;25236;11509;8899;4896;0;1915;668;1468;269;332;61;0;0;0;1171;96;0;0;0;0;0;122;598;106;0;1962;0;0;0;0;0;0;0;0;0;0;0;134
15089;Salzlandkreis;157010;99517;1252;98265;21581;24835;21358;9065;9889;3921;0;1571;626;1192;256;207;54;0;0;0;1281;55;0;0;0;0;0;108;728;72;0;1352;0;0;0;0;0;0;0;0;0;0;0;114
15090;Stendal;91767;61751;646;61105;12630;16679;12356;5369;5640;3234;0;1892;383;636;119;182;30;0;0;0;467;38;0;0;0;0;0;55;309;51;0;963;0;0;0;0;0;0;0;0;0;0;0;72
15091;Wittenberg;104644;71660;794;70866;17859;17722;14077;6114;5726;3367;0;1923;509;783;224;246;33;0;0;0;585;52;0;0;0;0;0;63;330;71;0;1083;0;0;0;0;0;0;0;0;0;0;0;99
16051;Erfurt, Stadt;162932;124084;1189;122895;17405;29694;20288;11810;17091;15399;0;1658;2061;2164;215;936;226;154;0;0;0;269;0;350;0;0;0;171;0;0;0;2113;0;0;0;0;0;0;0;0;0;372;0;519
16052;Gera, Stadt;74455;52603;550;52053;7324;11703;14175;4782;7089;2754;0;665;759;918;178;213;52;76;0;0;0;142;0;155;0;0;0;67;0;0;0;742;0;0;0;0;0;0;0;0;0;113;0;146
16053;Jena, Stadt;81259;65328;419;64909;7734;15195;7603;6125;10131;12478;0;1069;1076;725;97;480;142;89;0;0;0;86;0;107;0;0;0;158;0;0;0;976;0;0;0;0;0;0;0;0;0;149;0;489
16054;Suhl, Stadt;29824;22019;223;21796;3347;5871;4909;1765;3224;1085;0;395;228;295;48;114;42;19;0;0;0;56;0;54;0;0;0;18;0;0;0;243;0;0;0;0;0;0;0;0;0;28;0;55
16055;Weimar, Stadt;49742;38149;370;37779;5394;8737;5413;3237;5545;6220;0;416;523;542;63;239;67;42;0;0;0;64;0;77;0;0;0;64;0;0;0;845;0;0;0;0;0;0;0;0;0;86;0;205
16061;Eichsfeld;80201;62574;620;61954;18347;12980;12195;6180;4339;3342;0;1333;581;646;244;178;363;22;0;0;0;45;0;160;0;0;0;41;0;0;0;755;0;0;0;0;0;0;0;0;0;92;0;111
16062;Nordhausen;67494;47809;545;47264;7955;13510;10393;3966;5562;2428;0;684;593;700;171;138;57;31;0;0;0;123;0;92;0;0;0;48;0;0;0;664;0;0;0;0;0;0;0;0;0;72;0;77
16063;Wartburgkreis;129279;95260;1042;94218;16895;23838;22897;7764;9478;4742;0;2553;994;1315;476;335;166;55;0;0;0;201;0;213;0;0;0;89;0;0;0;1855;0;0;0;0;0;0;0;0;0;136;0;216
16064;Unstrut-Hainich-Kreis;82988;60853;850;60003;11354;14525;14840;5494;6394;2727;0;1329;655;911;148;223;141;36;0;0;0;97;0;167;0;0;0;40;0;0;0;708;0;0;0;0;0;0;0;0;0;91;0;123
16065;Kyffhäuserkreis;61508;44105;645;43460;7360;10792;11708;3549;5265;1406;0;809;494;703;211;167;58;27;0;0;0;87;0;104;0;0;0;28;0;0;0;556;0;0;0;0;0;0;0;0;0;46;0;90
16066;Schmalkalden-Meiningen;102113;76263;904;75359;12775;19681;19207;6471;7773;3457;0;1470;781;972;234;583;246;52;0;0;0;116;0;196;0;0;0;61;0;0;0;1046;0;0;0;0;0;0;0;0;0;118;0;120
16067;Gotha;106194;78523;1115;77408;12304;19233;19951;6792;8248;3942;0;1726;919;1254;265;439;97;71;0;0;0;145;0;236;0;0;0;70;0;0;0;1303;0;0;0;0;0;0;0;0;0;168;0;245
16068;Sömmerda;56578;42372;588;41784;7416;9124;11290;3656;4643;1714;0;1099;527;705;225;214;35;23;0;0;0;102;0;118;0;0;0;30;0;0;0;641;0;0;0;0;0;0;0;0;0;136;0;86
16069;Hildburghausen;51213;38778;450;38328;6247;8758;11042;3088;3679;1318;0;1745;395;470;93;226;111;24;0;0;0;77;0;80;0;0;0;21;0;0;0;870;0;0;0;0;0;0;0;0;0;30;0;54
16070;Ilm-Kreis;84325;64043;803;63240;9516;14204;16571;5334;7206;4158;0;2084;872;914;172;320;65;62;0;0;0;90;0;169;0;0;0;103;0;0;0;1048;0;0;0;0;0;0;0;0;0;129;0;223
16071;Weimarer Land;66130;50834;628;50206;9500;10823;12472;4746;5150;2729;0;1632;606;749;236;193;45;28;0;0;0;95;0;104;0;0;0;51;0;0;0;822;0;0;0;0;0;0;0;0;0;64;0;161
16072;Sonneberg;46921;34048;406;33642;5554;8136;9414;2666;3810;1361;0;637;455;495;121;155;148;25;0;0;0;104;0;86;0;0;0;36;0;0;0;349;0;0;0;0;0;0;0;0;0;55;0;35
16073;Saalfeld-Rudolstadt;86125;63335;774;62561;9810;13509;18445;5705;6786;2664;0;1527;897;999;222;238;102;47;0;0;0;155;0;188;0;0;0;69;0;0;0;909;0;0;0;0;0;0;0;0;0;154;0;135
16074;Saale-Holzland-Kreis;67700;53083;573;52510;9418;11296;12865;5043;6123;2874;0;1322;697;798;185;233;96;48;0;0;0;78;0;169;0;0;0;40;0;0;0;960;0;0;0;0;0;0;0;0;0;106;0;159
16075;Saale-Orla-Kreis;65612;50113;561;49552;7780;10214;15071;4680;5580;1845;0;1230;689;713;140;174;95;50;0;0;0;105;0;136;0;0;0;43;0;0;0;799;0;0;0;0;0;0;0;0;0;114;0;94
16076;Greiz;81104;61961;815;61146;10894;13046;16908;6167;6383;2513;0;1095;665;1061;160;284;57;43;0;0;0;173;0;224;0;0;0;59;0;0;0;1149;0;0;0;0;0;0;0;0;0;152;0;113
16077;Altenburger Land;74029;53583;739;52844;9085;11577;15576;5263;5194;2064;0;673;546;924;199;209;45;28;0;0;0;160;0;215;0;0;0;50;0;0;0;836;0;0;0;0;0;0;0;0;0;90;0;110
;Bundesgebiet;61181072;46854508;412485;46442023;8775471;11955434;4803902;5319952;2270906;6852206;2402827;1127784;461570;675353;64574;169923;112314;31884;7184;32790;13672;17799;49349;3786;14925;19443;727;47711;7611;17811;1417;630153;39868;7491;7832;3488;12967;11159;3228;9189;55578;214535;22736;165474
